TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A
NIPPUR 8301,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0247,-,NBC 11240,-,P301845,-,BiMes 11 no. 266,-
NIPPUR 8303,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0255,-,NBC 11242,-,P301847,-,BiMes 11 no. 335,-
NIPPUR 8304,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0260,-,NBC 11243,-,P301848,-,BiMes 11 no. 336,-
NIPPUR 8305,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0264,-,NBC 11244,-,P301849,-,BiMes 11 no. 133,-
NIPPUR 8307,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0272,-,NBC 11246,-,P301851,-,BiMes 11 no. 372,-
NIPPUR 8308,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0278,-,NBC 11247,-,P301852,-,BiMes 11 no. 219,-
NIPPUR 8309,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0279,-,NBC 11248,-,P301853,-,BiMes 11 no. 165,-
NIPPUR 8311,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0286,-,NBC 11250,-,P301855,-,BiMes 11 no. 208,-
NIPPUR 8313,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0291,-,NBC 11252,-,P301857,-,BiMes 11 no. 006,-
NIPPUR 8314,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0292,-,NBC 11253,-,P301858,-,BiMes 11 no. 246,-
NIPPUR 8315,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0294,-,NBC 11254,-,P301859,-,BiMes 11 no. 278,-
NIPPUR 8316,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0295,-,NBC 11255,-,P301860,-,BiMes 11 no. 281,-
NIPPUR 8317,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0296,-,NBC 11256,-,P301861,-,BiMes 11 no. 125,-
NIPPUR 8318,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0305,-,NBC 11257,-,P301862,-,BiMes 11 no. 382,-
NIPPUR 8319,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0307,-,NBC 11258,-,P301863,-,BiMes 11 no. 377,-
NIPPUR 8320,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0308,-,NBC 11259,-,P301864,-,BiMes 11 no. 276,-
NIPPUR 8321,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0310,-,NBC 11260,-,P301865,-,BiMes 11 no. 375,-
NIPPUR 8322,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0317,-,NBC 11261,-,P301866,-,BiMes 11 no. 115,-
NIPPUR 8323,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0318,-,NBC 11262,-,P301867,-,BiMes 11 no. 223,-
NIPPUR 8326,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0343,-,NBC 11265,-,P301870,-,BiMes 11 no. 051,-
NIPPUR 8327,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0346,-,NBC 11266,-,P301871,-,BiMes 11 no. 036,-
NIPPUR 8328,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0353,-,NBC 11267,-,P301872,-,BiMes 11 no. 053,-
NIPPUR 8329,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0357,-,NBC 11268,-,P301873,-,BiMes 11 no. 022,-
NIPPUR 8331,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0362,-,NBC 11270,-,P301875,-,BiMes 11 no. 021,-
NIPPUR 8332,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0364,-,NBC 11271,-,P301876,-,BiMes 11 no. 317,-
NIPPUR 8333,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0364b,-,NBC 11272,-,P301877,-,BiMes 11 no. 319,-
NIPPUR 8334,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0366,-,NBC 11273,-,P301878,-,BiMes 11 no. 320,-
NIPPUR 8335,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0369,-,NBC 11274,-,P301879,-,BiMes 11 no. 412,-
NIPPUR 8336,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0378,-,NBC 11275,-,P301880,-,BiMes 11 no. 324,-
NIPPUR 8339,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0384,-,NBC 11278,-,P301883,-,BiMes 11 no. 184,-
NIPPUR 8340,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0386,-,NBC 11279,-,P301884,-,BiMes 11 no. 102,-
NIPPUR 8341,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0390,-,NBC 11280,-,P301885,-,BiMes 11 no. 333,-
NIPPUR 8344,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0409,-,NBC 11283,-,P301888,-,BiMes 11 no. 321,-
NIPPUR 8345,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0413,-,NBC 11284,-,P301889,-,BiMes 11 no. 315,-
NIPPUR 8346,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0536,-,NBC 11316,-,P301914,-,BiMes 11 no. 169,-
NIPPUR 8347,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0538,-,NBC 11317,-,P301915,-,BiMes 11 no. 325,-
NIPPUR 8349,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0548,-,NBC 11319,-,P301917,-,BiMes 11 no. 160,-
NIPPUR 8351,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0642,-,NBC 11338,-,P301934,-,BiMes 11 no. 334,-
NIPPUR 8353,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0645,-,NBC 11340,-,P301936,-,BiMes 11 no. 060,-
NIPPUR 8368,0,-,-,-,-,TA - House F?: Ilshu-muballit,Nippur (unprov),Legal - Loan (Silver),,,-,-,Ist Ni 00985,-,P313137,-,ARN 016,-
NIPPUR 8369,0,-,-,-,-,TA - House F?: Ilshu-muballit,Nippur (unprov),Legal - Sale (House),,,-,-,Ist Ni 01376,-,P313138,-,ARN 017,-
NIPPUR 8382,0,-,-,-,-,z - Legal (loan),Nippur (unprov),Legal - Claim (silver),,,-,-,Ist Ni 09216,-,P313153,-,ARN 032,-
NIPPUR 8395,0,-,-,-,-,"TB - Naditu (Real Estate, Land Sale)",Nippur (unprov),Legal - Land Sale,,,-,-,Ist Ni 09230,-,P313170,-,ARN 051,-
NIPPUR 8399,0,-,-,-,-,TB - House B?: Warad-Enlil?,Nippur (unprov),Legal - Sale (Land),,,-,-,Ist Ni 01371,-,P313174,-,ARN 055,-
NIPPUR 8400,0,-,-,-,-,TB - House C?: Lu-Ursaggal?,Nippur's Tablet Hill (TA),Legal - Land Rental,,,-,-,Ist Ni 02005,-,P313175,-,ARN 056,-
NIPPUR 8401,0,-,-,-,-,TB - House B?: Warad-Enlil,Nippur (Penn excavations),Legal - Inheritance,,,-,-,Ist Ni 02423,-,P313176,-,ARN 057,-
NIPPUR 8402,0,-,-,-,-,TB - House B?: Warad-Enlil,PROCESS,Legal - Inheritance,,,-,-,Ist Ni 02182,-,P313177,-,ARN 058,-
NIPPUR 8404,0,-,-,-,-,TB - House C?: Lu-Ursaggal?,Nippur's Tablet Hill (TA),Legal - Sale (Land),,,-,-,Ist Ni 09275,-,P313179,-,ARN 060,-
NIPPUR 8405,0,-,-,-,-,TA - House I?: Damiq-ilishu,Nippur's Tablet Hill (TA),Legal - Sale (Land),,,-,-,Ist Ni 09276,-,P313180,-,ARN 061,-
NIPPUR 8406,0,-,-,-,-,TB - Naditu,Nippur (unprov),Legal - Witnesses,,,-,-,Ist Ni 09277,-,P313181,-,ARN 062,-
NIPPUR 8407,0,-,-,-,-,TA - House K?: Ninlil-Zimu (Abba-Kalla),Nippur (unprov),Legal - Land Sale,,,-,-,Ist Ni 01160,-,P313182,-,ARN 063,-
NIPPUR 8408,0,-,-,-,-,TA - House I?: Damiq-ilishu?,Nippur (unprov),Legal - Land Sale,,,-,-,Ist Ni 09280,-,P313183,-,ARN 064,-
NIPPUR 8453,0,-,-,-,-,TA - House I?: Damiq-ilishu,Nippur (unprov),Legal,,,-,-,Ist Ni 02164,-,P313229,-,ARN 113,-
NIPPUR 8456,0,-,-,-,-,TB - Naditu (Damiqtum and Shat-Ishtar),Nippur (unprov),Legal - Land Sale,,,-,-,Ist Ni 00346 & CBS 10884 (case),-,P313233,-,ARN 117,-
NIPPUR 8458,0,-,-,-,-,z - Legal (arrears),Nippur (unprov),Administrative - Arrears,,,-,-,Ist Ni 09269,-,P313235,-,ARN 119,-
NIPPUR 8459,0,-,-,-,-,z - Legal (Prebend),Nippur (unprov),Legal - Sale (Prebend)?,,,-,-,Ist Ni 09270,-,P313236,-,ARN 120,-
NIPPUR 8480,0,-,-,-,-,TA - House K?: Ninlil-Zimu,Nippur (unprov),Legal - Inheritance,,,-,-,Ist Ni 09292,-,P313257,-,ARN 142,-
UR 1001,0,-,-,-, -,Administrative (allotments),Ur's South Wall (SM)?,Administrative - Allotment,,,U 08806c,-,UM 52-30-181,T12558,P415367,UM 52-30-181 = U.8806c,UET 5 492,UET 5 492
UR 1002,0,-,-,-, -,Iddin-Ea and Ibni-Ea?,"Ur's Neighborhood (AH), Straight Street 3",Administrative - account receipt,,,U 16097,-,UM 52-30-182,T12559,P415368,UM 52-30-182 = U.16097,UET 5 493,UET 5 493
UR 1003,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - tab,,,U 17214a,"1953-04-11, 0173",BM 131338,T12560,P415369,"BM 131338 = 1953-04-11, 173 = U.17214A",UET 5 494,UET 5 494
UR 1004,0,-,-,-, -,Administrative (allotment),UR (UET 5),Administrative - Allotment,,,U 06206h (U 08806h ?),-,UM 52-30-183,T12561,P415370,UM 52-30-183 = U.8806h,UET 5 495,UET 5 495
UR 1005,0,-,-,-, -,administrative (UNK),UR (UET 5),Administrative - UNK,,,U �,-,UM 52-30-184,T12562,P415371,UM 52-30-184,UET 5 496,UET 5 496
UR 1006,0,-,-,-, -,Ilshu-ibbishu,"Ur's Extra-mural (EM), Quality Lane",Administrative - Delivery (barley),,,U �,-,UM 52-30-185,T12563,P415372,UM 52-30-185,UET 5 497,UET 5 497
UR 1007,0,-,-,-, -,Administrative (silver),UR (UET 5),Administrative - Allotment,,,U �,"1953-04-11, 0174",BM 131339,T12564,P415373,"BM 131339 = 1953-04-11, 174",UET 5 498,UET 5 498
UR 1008,0,-,-,-, -,Administrative (expenditures),Ur's South Wall (SM)?,Administrative - expenditure (barley),,,U 08806i,-,UM 52-30-186,T12565,P415374,UM 52-30-186 = U.8806i,UET 5 499,UET 5 499
UR 1012,0,-,-,-, -,Administrative (expenditures),UR (UET 5),Administrative - expenditures,,,-,-,IM 057421,T12568,P415378,IM 57421,UET 5 503,UET 5 503
UR 1018,0,-,-,-, -,Administrative (beer),UR (UET 5),Administrative - expenditure (beer),,,-,-,IM 057427,T12574,P415384,IM 57427,UET 5 509,UET 5 509
UR 1021,0,-,-,-, -,Administrative (spices),UR (UET 5),Administrative - Delivery (spices),,,-,-,IM 057430,T12577,P415387,IM 57430,UET 5 512,UET 5 512
UR 1032,0,-,-,-, -,Administrative (expenditures),Ur (unprov),Administrative - Expenses (travel) ,,,U 17249.01,-,UM 52-30-189,T12586,P415398,"UM 52-30-189 = U.17249,1U.17249A",UET 5 523,UET 5 523
UR 1048,0,-,-,-, -,Administrative (allotments?),UR (UET 5),Administrative - Allotments?,,,-,-,IM 057452,T12601,P415414,IM 57452,UET 5 539,UET 5 539
UR 1049,0,-,-,-,-,Royal Cemetery: silver list,Ur's Royal Cemetery (PG),Administrative - silver records,,,U 00454,-,UM 52-30-190,T12602,P415415,UM 52-30-190 = U.454,UET 5 540,UET 5 540
UR 1050,0,-,-,-, -,legal (silver deposit)?,UR (UET 5),Legal - Silver?,,,U �,-,UM 52-30-191,T12603,P415416,UM 52-30-191,UET 5 541,UET 5 541
UR 1051,0,-,-,-, -,Legal (payment),"Ur's Extra-mural (EM), Quiet Street 7",Legal - payment,,,U 07802i,-,UM 52-30-192,T12604,P415417,UM 52-30-192 = U.7802I,UET 5 542,UET 5 542
UR 1052,0,-,-,-, -,Administrative (silver),"Ur's Neighborhood (AH), Paternoster Row 8-10",Administrative - silver records,,,U 16827c,-,UM 52-30-193,T12605,P415418,UM 52-30-193 = U.16827C,UET 5 543,UET 5 543
UR 1053,0,-,-,-, -,administrative (delivery),UR (UET 5),"Administrative - Delivery (gold, silver)",,,U �,-,UM 52-30-194,T12606,P415419,UM 52-30-194,UET 5 544,UET 5 544
UR 1057,0,-,-,-, -,Giparu (Ningal Tithe),ADDED TO 1!,Administrative,,,-,-,IM 057455,T12610,P415423,IM 57455,UET 5 548,UET 5 548
UR 1066,0,-,-,-,-,"Ganunmah (deliveries, silver)",Ur's Ganunmah (TTB),Administrative - silver records,Room 5,Underneath pavement,U 08811g,"1953-04-11, 0182",BM 131347,T12619,P415432,"BM 131347 = 1953-04-11, 182 = U.8811G // ",UET 5 557,UET 5 557
UR 1067,0,-,-,-,-,Giparu (Ningal Tithe),Ur (unprov),Administrative - Delivery,,,U �,"1953-04-11, 0183",BM 131348,T12620,P415433,"BM 131348 = 1953-04-11, 183",UET 5 558,UET 5 558
UR 1070,0,-,-,-,-,"Ganunmah (deliveries, silver)",Ur's Ganunmah (TTB),Administrative - silver records,Room 5,Underneath pavement,U 08812,"1953-04-11, 0185",BM 131350,T12623,P415436,"BM 131350 = 1953-04-11, 185 = U.8812",UET 5 561,UET 5 561
UR 1072,0,-,-,-,-,"Ganunmah (deliveries, silver)",Ur's Ganunmah (TTB),Administrative - silver records,Room 5,underneath pavement,U 08811m,"1953-04-11, 0187",BM 131352,T12625,P415438,"BM 131352 = 1953-04-11, 187 = U.8811m",UET 5 563,UET 5 563
UR 1073,0,-,-,-,-,"Ganunmah (deliveries, silver)",Ur's Ganunmah (TTB),Administrative - silver records,Room 5,Underneath pavement,U 08811n,"1953-04-11, 0188",BM 131353,T12626,P415439,"BM 131353 = 1953-04-11, 188 = U.8811n",UET 5 564,UET 5 564
UR 1074,0,-,-,-,-,"Ganunmah (deliveries, silver)",Ur's Ganunmah (TTB),Administrative - silver records,Room 5,Underneath pavement,U 08811p,"1953-04-11, 0189",BM 131354,T12627,P415440,"BM 131354 = 1953-04-11, 189 = U.8811p",UET 5 565,UET 5 565
UR 1075,0,-,-,-,-,"Ganunmah (deliveries, silver)",Ur's Ganunmah (TTB),Administrative - silver records,Room 5,Underneath pavement,U 08811r,"1953-04-11, 0190",BM 131355,T12628,P415441,"BM 131355 = 1953-04-11, 190 = U.8811r",UET 5 566,UET 5 566
UR 1076,0,-,-,-,-,"Ganunmah (deliveries, silver)",Ur's Ganunmah (TTB),Administrative - silver records,Room 5,Underneath pavement,U 08811l,-,IM 057458,T12629,P415442,IM 57458 = U.8811l,UET 5 567,UET 5 567
UR 1083,0,-,-,-, -,Administrative (receipt),"Ur's Neighborhood (AH), Paternoster Row 8-10",Administrative - receipt,,,U 16826y,-,UM 52-30-200,T12637,P415449,UM 52-30-200 = U.16826Y,UET 5 575,UET 5 575
UR 1084,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - expenditure (barley),,,U 17213c,-,UM 52-30-201,T12638,P415450,UM 52-30-201 = U.17213C,UET 5 576,UET 5 576
UR 1085,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative,,,U 17214c,-,UM 52-30-202,T12639,P415451,UM 52-30-202 = U.17214C,UET 5 577,UET 5 577
UR 1086,0,-,-,-, -,Iddin-Ea and Ibni-Ea?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - grain accounts,,,U 17214y,-,UM 52-30-203,T12640,P415452,UM 52-30-203 = U.17214Y,UET 5 578,UET 5 578
UR 1087,0,-,-,-, -,Ilshu-ibbishu?,"Ur's Extra-mural (EM), Quality Lane",Administrative - Delivery (barley),,,U �,"1953-04-11, 0191",BM 131356,T12641,P415453,"BM 131356 = 1953-04-11, 191",UET 5 579,UET 5 579
UR 1090,0,-,-,-, -,Administrative (dairy),"Ur's Royal Cemetery (PG), Eastward Extension",Administrative - Delivery (dairy),,,U �,"1953-04-11, 0194",BM 131359,T12644,P415456,"BM 131359 = 1953-04-11, 194",UET 5 582,UET 5 582
UR 1091,0,-,-,-, -,Administrative (barley),UR (UET 5),Administrative - Delivery (barley),,,U 08810E,"1953-04-11, 0195",BM 131360,T12645,P415457,"BM 131360 = 1953-04-11, 195 = U.8810E",UET 5 583,UET 5 583
UR 1096,0,-,-,-, -,Administrative (allotments?),UR (UET 5),Administrative - Allotments?,,,U 17249.31,"1953-04-11, 0199",BM 131364,T12649,P415462,"BM 131364 = 1953-04-11, 199 = U.17249,31",UET 5 588,UET 5 588
UR 1099,0,-,-,-, -,Ur-Nanna (Charpin 1986: 27),"Ur's Extra-mural (EM), Quiet Street 7",Administrative - estimate (dates),,,U 07802c,-,IM 057467,T12652,P415465,IM 57467 = U.7802C,UET 5 591,UET 5 591
UR 1100,0,-,-,-, -,Quiet Street 5: Administrative (vessels),"Ur's Extra-mural (EM), Quiet Street 5",Administrative - vessel list,Room 4,,U 07795i,-,UM 52-30-205,T12653,P415466,UM 52-30-205 = U.7795i,UET 5 592,UET 5 592
UR 1105,0,-,-,-, -,Administrative (E-kishib-ba),PROCESS,Administrative,,,U 15671,-,IM 057472,T12658,P415471,IM 57472 = U.15671,UET 5 597,UET 5 597
UR 1107,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - Expenditures (oil),,,U 17215r,-,UM 52-30-207,T12660,P415473,UM 52-30-207 = U.17215R,UET 5 599,UET 5 599
UR 1108,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - Expenditures (oil),,,U 17214m,-,UM 52-30-208,T12661,P415474,UM 52-30-208 = U.17214M,UET 5 600,UET 5 600
UR 1109,0,-,-,-, -,administrative (delivery),Ur (unprov),Administrative - Delivery,,,U �,"1953-04-11, 0201",BM 131366,T12662,P415475,"BM 131366 = 1953-04-11, 201",UET 5 601,UET 5 601
UR 1114,0,-,-,-, -,administrative (delivery),UR (UET 5),Administrative - Delivery (dairy),,,U �,-,UM 52-30-210,T12666,P415480,UM 52-30-210,UET 5 606,UET 5 606
UR 1115,0,-,-,-, -,Ku-Ningal,"Ur's Extra-mural (EM), Quiet Street 7?",Administrative - expenditures,,,U 07729 + U 07761,-,UM 52-30-211,T12667,P283692,UM 52-30-211 = U.7729+UM 52-30-211 = U.7761,UET 5 607,UET 5 607
UR 1116,0,-,-,-, -,administrative (delivery),UR (UET 5),Administrative - Delivery (oil),,,U 17249.21,-,UM 52-30-212,T12668,P415481,"UM 52-30-212 = U.17249,21U.17249T",UET 5 608,UET 5 608
UR 1117,0,-,-,-, -,Administrative (receipt),"Ur's Royal Cemetery (PG), Eastward Extension",Administrative - receipt,,,U 13811,"1953-04-11, 0202",BM 131367,T12669,P415482,"BM 131367 = 1953-04-11, 202 = U.13811",UET 5 609,UET 5 609
UR 1142,0,-,-,-, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",Administrative - Work Roster,,,U 08810g,-,UM 52-30-218,T12692,P415506,UM 52-30-218 = U.8810g,UET 5 634,UET 5 634
UR 1144,0,-,-,-, -,Ku-Ningal,"Ur's Extra-mural (EM), Quiet Street 7",Administrative - Expenses (event) ,room 5-6,burnt level over upper floor,U 07726,"1953-04-11, 0206",BM 131371,T12694,P415508,"BM 131371 = 1953-04-11, 206 = U.7726 // ",UET 5 636,UET 5 636
UR 1148,0,-,-,-, -,Administrative (wool),UR (UET 5),Administrative - Expenditures (wool),,,U �,"1953-04-11, 0210",BM 131375,T12698,P415512,"BM 131375 = 1953-04-11, 210",UET 5 640,UET 5 640
UR 1149,0,-,-,-, -,Administrative (wool),UR (UET 5),Administrative - Expenditures (wool),,,U 17214b,"1953-04-11, 0211",BM 131376,T12699,P415513,"BM 131376 = 1953-04-11, 211 = U.17214B",UET 5 641,UET 5 641
UR 1170,0,-,-,-, -,administrative (delivery),"Ur's Extra-mural (EM), Quiet Street 7","Administrative - Delivery (baskets, boats, flour)",,,U 07802m,"1953-04-11, 0216",BM 131381,T12720,P415534,"BM 131381 = 1953-04-11, 216 = U.7802M",UET 5 662,UET 5 662
UR 1173,0,-,-,-, -,Administrative (wood),"Ur's Extra-mural (EM), Quiet Street 7",Administrative - estimate (wood),,,U 07804.5,-,IM 057503,T12723,P415537,"IM 57503 = U.7804,5",UET 5 665,UET 5 665
UR 1174,0,-,-,-, -,Ur-Nanna (Charpin 1986: 27),"Ur's Extra-mural (EM), Quiet Street 7",Administrative - land report,,,U 07804.2,-,UM 52-30-225,T12314,P415538,"UM 52-30-225 = U.7804,2",UET 5 666,UET 5 666
UR 1180,0,-,-,-, -,administrative (delivery),UR (UET 5),Administrative - Delivery (palms),,,-,-,IM 057510,T12729,P415544,IM 57510,UET 5 672,UET 5 672
UR 1182,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - Expenditures (basket),,,U 17214k,"1953-04-11, 0218",BM 131383,T12731,P415546,"BM 131383 = 1953-04-11, 218 = U.17214K",UET 5 674,UET 5 674
UR 1183,0,-,-,-, -,Administrative (wood),"Ur's Extra-mural (EM), Quiet Street 7",Administrative - Delivery (wood),,,-,-,IM 057511,T12732,P415547,IM 57511 = U.7802L,UET 5 675,UET 5 675
UR 1186,0,-,-,-,-,Giparu (Ningal Tithe),Ur (unprov),Administrative - Dilmun tax,,,U �,-,UM 52-30-229,T12735,P415550,UM 52-30-229,UET 5 678,UET 5 678
UR 1190,0,-,-,-, -,Administrative (expenditures),UR (UET 5),Administrative - expenditure (barley),,,U 10606,-,IM 057514,T12739,P415554,IM 57514 = U.10606,UET 5 682,UET 5 682
UR 1192,0,-,-,-, -,Administrative (expenditures),UR (UET 5),Administrative - expenditures,,,U �,-,UM 52-30-230,T12741,P415556,UM 52-30-230,UET 5 684,UET 5 684
UR 1193,0,-,-,-, -,Administrative,UR (UET 5),Administrative - Expenses (travel) ,,,U �,-,UM 52-30-231,T12742,P415557,UM 52-30-231,UET 5 685,UET 5 685
UR 1194,0,-,-,-, -,Administrative (silver),UR (UET 5),Administrative - silver records,,,U �,"1953-04-11, 0220",BM 131385,T12743,P415558,"BM 131385 = 1953-04-11, 220",UET 5 686,UET 5 686
UR 1195,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - Expenditures (barley),,,U 17256i,"1953-04-11, 0221",BM 131386,T12744,P415559,"BM 131386 = 1953-04-11, 221 = U.17256I",UET 5 687,UET 5 687
UR 1196,0,-,-,-, -,administrative (delivery),UR (UET 5),Administrative - Delivery,,,U 17900b,-,IM 057516,T12745,P415560,IM 57516 = U.17900B,UET 5 688,UET 5 688
UR 1197,0,-,-,-, -,Ku-ningal?,"Ur's Neighborhood (AH), Old Street 1",Administrative - silver records,,,U 16527b,-,IM 057517,T12746,P415561,IM 57517 = U.16527b,UET 5 689,UET 5 689
UR 1202,0,-,-,-, -,Ur-Nanna (Charpin 1986: 27)?,UR (UET 5),Administrative - names,,,U 07802f,-,IM 057521,T12750,P415564,IM 57521 = U.7802F,UET 5 694,UET 5 694
UR 1203,0,-,-,-, -,Administrative (names),UR (UET 5),Administrative - names,,,-,-,IM 057522,T12751,P415565,IM 57522,UET 5 695,UET 5 695
UR 1204,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - list of names,,,U 17214z,-,IM 057523,T12752,P415566,IM 57523 = U.17214Z,UET 5 696,UET 5 696
UR 1205,0,-,-,-, -,Administrative (work),UR (UET 5),Administrative - Work Roster,,,U 17249.38,-,IM 057524,T12753,P415567,"IM 57524 = U.17249,38",UET 5 697,UET 5 697
UR 1206,0,-,-,-, -,Administrative (names),UR (UET 5),Administrative - names,,,-,-,IM 057525,T12754,P415568,IM 57525,UET 5 698,UET 5 698
UR 1207,0,-,-,-, -,Administrative (names),UR (UET 5),Administrative - names,,,-,-,IM 057526,T12756,P415569,IM 57526,UET 5 699,UET 5 699
UR 1208,0,-,-,-, -,Nanna-muntil,"Ur's Extra-mural (EM), Quality Lane",Legal - Witnesses,,,-,-,IM 057527,T12755,P415570,IM 57527,UET 5 700,UET 5 700
UR 1209,0,-,-,-, -,Administrative (names),UR (UET 5),Administrative - names,,,-,-,IM 057528,T12757,P415571,IM 57528,UET 5 701,UET 5 701
UR 121,0,-,-,-,-,Giparu (Ku-lugalbanda),Ur (unprov),Administrative - Delivery,,,-,-,-,T24907,N/A,U.30378,-,Nisaba 5 I 392
UR 1210,0,-,-,-, -,Administrative (names),UR (UET 5),Administrative - Work Roster,,,-,-,IM 057529,T12758,P415572,IM 57529,UET 5 702,UET 5 702
UR 1211,0,-,-,-, -,Administrative (names),UR (UET 5),Administrative - names,,,U 15677,-,IM 057530,T12759,P415573,IM 57530 = U.15677,UET 5 703,UET 5 703
UR 1219,0,-,-,-, -,Administrative (names),"Ur's Neighborhood (AH), Paternoster Row 11",Administrative - list of names,,,U 17242a,-,UM 52-30-232,T12767,P415581,UM 52-30-232 = U.17242A,UET 5 711,UET 5 711
UR 122,0,-,-,-,-,Giparu (Ku-lugalbanda),Ur (unprov),Administrative - Delivery,,,-,-,-,T24908,N/A,U.30520,-,Nisaba 5 I 504
UR 1221,0,-,-,-, -,Administrative (names),Ur (unprov),Administrative - names,,,U �,-,UM 52-30-234,T12769,P415583,UM 52-30-234,UET 5 713,UET 5 713
